Customer Type,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Online boarding,Seat comfort,Inflight entertainment,satisfaction
Loyal Customer,Personal Travel,Eco,849,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1698,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,472,1,1,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,402,1,1,5,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,328,3,3,3,3,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1046,3,3,3,3,3,satisfied
Loyal Customer,Business travel,Eco,590,4,1,4,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1199,1,1,4,2,5,satisfied
Loyal Customer,Personal Travel,Eco,190,3,3,3,1,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,201,4,1,4,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,874,5,4,4,4,2,satisfied
Loyal Customer,Personal Travel,Eco,1674,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,829,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3245,3,4,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,599,1,4,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,696,2,4,4,4,3,satisfied
Loyal Customer,Business travel,Business,190,5,5,5,1,5,satisfied
Loyal Customer,Business travel,Business,135,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,413,3,3,5,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2468,2,4,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1046,5,1,5,3,5,satisfied
Loyal Customer,Personal Travel,Eco,471,3,3,3,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,224,3,3,3,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,759,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1205,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1666,3,3,2,3,5,satisfied
Loyal Customer,Business travel,Business,2838,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,3610,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Eco,636,3,4,5,3,5,satisfied
Loyal Customer,Business travel,Business,3124,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3898,3,3,5,5,4,satisfied
Loyal Customer,Business travel,Business,2620,4,4,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,449,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,633,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2973,5,5,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,1096,1,0,0,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,119,1,1,1,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,125,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1999,4,4,5,4,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,813,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,331,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Eco,468,4,5,2,1,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,868,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,401,2,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,337,3,3,5,5,4,satisfied
disloyal Customer,Business travel,Business,612,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1597,3,3,5,4,5,satisfied
disloyal Customer,Business travel,Eco,352,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1598,3,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3217,5,5,5,4,5,satisfied
disloyal Customer,Business travel,Eco,861,2,2,2,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,481,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2205,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Eco,270,4,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,522,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1549,2,2,2,1,4,satisfied
disloyal Customer,Business travel,Eco,589,3,3,3,1,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,289,4,4,4,3,3,satisfied
Loyal Customer,Business travel,Business,3347,3,5,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,816,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,761,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,233,1,3,4,4,5,satisfied
disloyal Customer,Business travel,Business,328,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,102,4,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1121,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,937,3,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,926,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,373,2,4,4,4,2,neutral or dissatisfied
disloyal Customer,Personal Travel,Eco,157,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,163,4,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,1235,5,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,718,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,406,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1997,1,1,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,821,4,5,5,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,502,4,4,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,591,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3318,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,2586,1,1,3,5,5,satisfied
Loyal Customer,Personal Travel,Eco,721,0,0,0,2,3,satisfied
Loyal Customer,Business travel,Business,404,5,5,5,4,5,satisfied
Loyal Customer,Business travel,Eco,1851,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2614,2,2,3,4,4,satisfied
Loyal Customer,Personal Travel,Eco,192,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1399,0,0,0,5,5,satisfied
Loyal Customer,Personal Travel,Business,631,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2106,2,2,3,4,4,satisfied
Loyal Customer,Business travel,Business,3252,5,2,4,5,4,satisfied
Loyal Customer,Business travel,Business,2778,4,4,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,813,0,0,0,2,5,satisfied
Loyal Customer,Business travel,Business,3605,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,936,1,4,3,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2975,3,3,1,4,4,satisfied
Loyal Customer,Business travel,Business,3056,5,5,4,5,5,satisfied
disloyal Customer,Business travel,Eco,544,5,5,5,3,3,satisfied
Loyal Customer,Business travel,Business,620,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,240,1,0,0,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1180,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2565,1,1,3,5,2,satisfied
Loyal Customer,Personal Travel,Eco,1214,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,622,5,5,5,5,4,satisfied
Loyal Customer,Business travel,Business,2176,5,2,3,5,4,satisfied
Loyal Customer,Business travel,Business,3148,5,5,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,110,3,0,0,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,4243,2,5,2,2,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1647,0,0,2,3,4,satisfied
disloyal Customer,Business travel,Eco,308,4,4,4,2,2,satisfied
disloyal Customer,Business travel,Eco,829,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1821,1,1,2,1,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,325,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,373,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,370,5,5,2,3,3,satisfied
Loyal Customer,Business travel,Business,3606,4,1,4,5,5,satisfied
disloyal Customer,Business travel,Eco,491,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,944,2,2,4,4,3,satisfied
Loyal Customer,Business travel,Business,2434,2,4,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,332,2,2,2,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,502,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,321,2,4,5,4,5,satisfied
disloyal Customer,Business travel,Business,909,5,5,5,3,3,satisfied
Loyal Customer,Business travel,Business,2899,5,5,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,1546,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,588,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,369,3,4,4,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,581,0,0,0,4,4,satisfied
Loyal Customer,Personal Travel,Eco,300,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,557,4,4,3,3,4,satisfied
disloyal Customer,Business travel,Eco,862,1,1,3,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,288,1,5,1,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1547,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2934,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Eco,1076,5,3,5,4,4,satisfied
disloyal Customer,Business travel,Business,402,4,4,4,1,1,satisfied
Loyal Customer,Personal Travel,Eco,630,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1089,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,208,2,5,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2957,1,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1290,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,1788,5,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,419,0,0,0,2,2,satisfied
Loyal Customer,Personal Travel,Eco,2161,4,3,5,4,3,satisfied
disloyal Customer,Business travel,Eco,102,2,2,2,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,967,3,3,3,4,4,satisfied
Loyal Customer,Business travel,Business,1590,5,3,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,773,1,2,2,1,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,397,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2643,5,5,2,5,3,satisfied
Loyal Customer,Business travel,Business,2897,2,2,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,222,1,1,1,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2252,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,787,5,5,4,5,4,satisfied
disloyal Customer,Business travel,Business,1235,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1528,0,0,5,4,4,satisfied
Loyal Customer,Business travel,Eco Plus,349,3,5,3,3,3,satisfied
disloyal Customer,Business travel,Eco,409,3,3,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3428,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,2582,3,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,216,3,3,3,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,588,2,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,226,4,4,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,271,3,1,1,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,377,3,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1610,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,2066,0,0,4,4,1,satisfied
Loyal Customer,Business travel,Business,541,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2287,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2915,0,0,4,5,1,satisfied
Loyal Customer,Personal Travel,Eco,588,1,1,4,4,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,306,1,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2013,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,2178,4,4,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,73,3,0,0,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3790,3,3,3,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1199,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,366,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,2219,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,363,2,2,5,5,4,satisfied
Loyal Customer,Business travel,Eco,295,3,5,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1964,4,4,5,5,4,satisfied
disloyal Customer,Business travel,Business,250,5,5,5,3,3,satisfied
Loyal Customer,Personal Travel,Eco,763,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,358,3,3,3,3,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,859,3,2,2,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,631,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3639,2,2,4,4,5,satisfied
Loyal Customer,Business travel,Business,3852,4,4,5,4,4,satisfied
Loyal Customer,Business travel,Business,199,5,5,2,1,4,satisfied
Loyal Customer,Business travel,Business,3751,2,2,4,4,3,satisfied
disloyal Customer,Business travel,Eco,248,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3516,4,4,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,862,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Eco,1052,5,2,1,3,5,satisfied
Loyal Customer,Business travel,Business,387,3,3,2,1,5,satisfied
Loyal Customer,Personal Travel,Eco,496,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,404,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2556,2,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,489,2,2,2,4,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1667,2,2,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,762,3,3,5,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2438,0,1,2,2,2,satisfied
disloyal Customer,Business travel,Eco,404,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1958,5,5,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,101,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,2475,1,1,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3631,3,5,3,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3231,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,261,5,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,977,1,0,0,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3416,5,5,4,5,3,satisfied
Loyal Customer,Business travel,Eco,1598,2,1,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1986,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,1371,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,235,0,0,5,5,4,satisfied
Loyal Customer,Business travel,Business,3090,2,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,3178,5,5,1,1,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,1072,3,3,3,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,862,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,516,1,1,1,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1050,3,4,5,3,3,satisfied
Loyal Customer,Business travel,Business,599,5,5,4,4,2,satisfied
Loyal Customer,Personal Travel,Eco,1218,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1660,2,4,2,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1009,1,1,4,5,5,satisfied
Loyal Customer,Business travel,Business,2308,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,2258,0,0,5,4,1,satisfied
disloyal Customer,Business travel,Eco,153,4,4,4,4,4,satisfied
disloyal Customer,Business travel,Eco,443,1,1,1,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,936,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3993,1,1,1,1,5,satisfied
disloyal Customer,Business travel,Business,1399,4,4,4,3,3,satisfied
Loyal Customer,Business travel,Eco,247,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,432,3,2,4,5,4,satisfied
Loyal Customer,Business travel,Business,214,1,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,204,5,5,5,2,2,satisfied
Loyal Customer,Business travel,Business,1917,0,0,3,1,3,satisfied
Loyal Customer,Business travel,Business,2982,3,3,4,5,5,satisfied
Loyal Customer,Business travel,Eco,332,1,2,4,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,1440,2,5,3,1,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,453,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1491,2,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1034,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,134,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,1990,2,2,3,5,5,satisfied
disloyal Customer,Business travel,Eco,451,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2801,2,2,5,4,5,satisfied
Loyal Customer,Business travel,Business,805,4,4,2,2,4,satisfied
Loyal Customer,Business travel,Business,2454,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,522,4,4,5,5,5,satisfied
disloyal Customer,Business travel,Eco,1011,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,842,1,1,1,5,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2018,4,4,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,353,2,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,612,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1205,5,5,2,1,1,satisfied
Loyal Customer,Business travel,Business,3176,0,0,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,2614,1,1,4,4,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1035,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1226,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,163,4,3,5,4,4,satisfied
Loyal Customer,Business travel,Business,2274,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3037,2,2,4,5,4,satisfied
Loyal Customer,Business travel,Business,3234,1,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,247,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,189,2,2,5,4,5,satisfied
Loyal Customer,Business travel,Eco,447,3,5,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,404,4,4,4,5,3,satisfied
disloyal Customer,Business travel,Eco,251,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,894,3,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2125,2,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,1589,5,5,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1090,1,2,2,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2465,4,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,948,5,5,4,4,5,satisfied
disloyal Customer,Business travel,Eco,475,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Eco,1014,4,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,936,3,1,4,3,3,satisfied
Loyal Customer,Business travel,Eco,1107,4,2,3,1,4,satisfied
Loyal Customer,Personal Travel,Eco,802,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2484,2,2,4,5,4,satisfied
disloyal Customer,Business travel,Business,551,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,489,3,3,3,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3767,1,1,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,311,3,3,3,5,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3694,2,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,601,2,2,2,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,921,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3051,3,3,4,5,5,satisfied
Loyal Customer,Business travel,Business,237,1,1,5,5,3,satisfied
Loyal Customer,Business travel,Business,738,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,148,5,4,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,476,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2461,3,3,4,5,5,satisfied
Loyal Customer,Business travel,Eco,746,1,3,2,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,507,4,4,5,5,4,satisfied
disloyal Customer,Business travel,Business,325,4,4,4,2,2,satisfied
Loyal Customer,Business travel,Business,1222,3,2,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,190,3,3,5,4,5,satisfied
disloyal Customer,Business travel,Business,1042,2,2,4,4,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,1984,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1535,1,1,4,4,3,satisfied
Loyal Customer,Business travel,Business,2704,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,532,3,3,1,2,4,satisfied
Loyal Customer,Business travel,Business,1689,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,1411,5,5,4,4,5,satisfied
Loyal Customer,Business travel,Business,2791,1,1,4,5,4,satisfied
disloyal Customer,Business travel,Eco,425,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2075,4,4,4,5,4,satisfied
Loyal Customer,Personal Travel,Business,438,1,5,3,4,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,957,4,4,4,4,1,satisfied
Loyal Customer,Business travel,Eco,1195,3,3,4,3,3,satisfied
Loyal Customer,Business travel,Business,281,4,1,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,463,4,4,1,1,4,satisfied
disloyal Customer,Business travel,Business,493,4,4,4,2,2,satisfied
Loyal Customer,Business travel,Business,2704,2,2,4,4,5,satisfied
Loyal Customer,Business travel,Business,1407,5,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2417,2,2,4,5,4,satisfied
Loyal Customer,Business travel,Eco,402,5,3,5,5,5,satisfied
disloyal Customer,Business travel,Business,531,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,1538,3,3,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco,377,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,431,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,407,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,309,2,2,2,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,1849,4,4,4,2,2,satisfied
disloyal Customer,Personal Travel,Eco,255,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1609,1,1,2,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,760,2,2,2,2,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,985,2,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,770,4,4,4,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,1076,5,1,5,3,5,satisfied
Loyal Customer,Business travel,Business,2653,3,5,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,101,5,2,3,3,5,satisfied
Loyal Customer,Business travel,Eco Plus,260,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,1672,4,4,3,3,3,satisfied
Loyal Customer,Personal Travel,Eco,1126,3,3,3,2,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1073,4,4,5,4,5,satisfied
Loyal Customer,Business travel,Business,852,5,5,4,4,4,satisfied
disloyal Customer,Business travel,Eco,441,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,171,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Eco,515,1,5,4,4,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,896,2,2,3,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,181,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3510,3,3,5,4,5,satisfied
disloyal Customer,Business travel,Eco,248,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3053,2,1,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,447,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2105,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,404,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,236,2,0,0,5,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2065,1,1,3,4,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,547,2,1,1,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2249,2,2,5,5,5,satisfied
disloyal Customer,Business travel,Business,757,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,3125,1,1,2,1,5,satisfied
Loyal Customer,Business travel,Business,2043,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,2106,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1024,1,1,1,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,388,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2342,5,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,1596,4,4,5,4,4,satisfied
disloyal Customer,Business travel,Eco,1075,5,5,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1488,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,912,1,1,5,5,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,259,0,0,4,4,3,satisfied
Loyal Customer,Business travel,Business,2174,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Eco,907,1,4,2,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,554,3,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1172,4,4,5,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1639,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,453,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,1643,5,5,4,3,3,satisfied
Loyal Customer,Personal Travel,Eco,475,2,2,2,2,2,neutral or dissatisfied
